Accession_id,Description,Peptide,AAs,MW[kDa],calc.pi,Symbol,"Protein Name","Entrez ID",D_011_A,D_032_A,D_034_A,D_042_A,D_052_A,D_057_A,D_061_A,D_062_A,D_070_A,D_076_A,D_081_A,D_083_A,D_086_A,D_094_A,D_096_A,D_100_A,D_101_A,D_103_A,D_104_A,D_107_A,D_117_A,D_118_A,D_120_A,D_124_A,D_129_A,D_132_A,D_133_A,D_134_A,D_136_A,D_137_A,D_138_A,D_140_A,D_141_A,D_142_A,D_146_A,D_147_A,D_150_A,D_153_A,D_156_A,D_158_A,D_159_A,D_015_B,D_016_B,D_033_B,D_050_B,D_084_B,D_089_B,D_090_B,D_091_B,D_097_B,D_111_B,D_113_B,D_114_B,D_115_B,D_116_B,D_119_B,D_121_B,D_125_B,D_126_B,D_127_B,D_128_B,D_131_B,D_135_B,D_143_B,D_144_B,D_145_B,D_148_B,D_151_B,D_152_B,D_154_B,D_157_B,D_160_B,D_006_C,D_013_C,D_017_C,D_018_C,D_019_C,D_021_C,D_022_C,D_024_C,D_025_C,D_030_C,D_035_C,D_036_C,D_037_C,D_040_C,D_044_C,D_046_C,D_049_C,D_053_C,D_056_C,D_059_C,D_060_C,D_063_C,D_064_C,D_065_C,D_067_C,D_068_C,D_069_C,D_071_C,D_073_C,D_074_C,D_077_C,D_080_C,D_085_C,D_088_C,D_099_C,D_102_C,D_106_C,D_130_C,D_139_C,D_149_C,D_002_D,D_005_D,D_008_D,D_012_D,D_020_D,D_023_D,D_026_D,D_027_D,D_028_D,D_029_D,D_031_D,D_038_D,D_039_D,D_041_D,D_043_D,D_045_D,D_047_D,D_048_D,D_051_D,D_054_D,D_058_D,D_066_D,D_072_D,D_075_D,D_078_D,D_079_D,D_082_D,D_087_D,D_093_D,D_098_D,D_105_D,D_108_D,D_109_D,D_110_D
ENSP00000000233.5,"pep chromosome:GRCh38:7:127588411:127591700:1 gene:ENSG00000004059.11 transcript:ENST00000000233.10 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ARF5 description:ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]",6,180,20.5,6.302429,ARF5,"ADP-ribosylation factor 5",381,382.47305297852,177.74052429199,180.60023498535,330.35693359375,168.4638671875,578.96795654297,467.13079833984,224.42448425293,782.92919921875,454.33233642578,279.39437866211,787.99755859375,211.37983703613,579.53564453125,543.65264892578,178.21264648438,120.88796234131,304.21124267578,140.99359130859,327.18618774414,807.26666259766,279.76147460938,410.57943725586,800.841796875,302.27032470703,355.32046508789,268.67657470703,493.07885742188,167.41227722168,298.99383544922,173.93115234375,347.68759155273,197.66223144531,174.97160339356,137.71766662598,187.97269739699,126.59098815918,143.4436340332,142.42935180664,213.45336914062,352.72232055664,237.41458129883,278.6930847168,157.53961181641,217.20875549316,366.21636962891,360.67984008789,692.89190673828,518.33221435547,546.81945800781,331.88836669922,201.07698059082,622.56774902344,423.61596679688,836.98834228516,334.5491027832,337.58953857422,547.99462890625,785.62670898438,420.26809692383,222.53115844727,234.39198303223,505.31814575195,202.10282897949,112.60181427002,123.51860046387,87.069763183594,688.84118652344,217.28022679864,237.25785827637,140.43771362305,266.24661254883,298.63195800781,1109.3052978516,256.85363769531,84.632400512695,340.36978149414,247.98361206055,624.34759521484,281.91705322266,436.98904418945,584.55047607422,169.68759155273,405.60717773438,347.25192260742,395.08142089844,136.88465881348,382.61584472656,252.82292175293,280.35629272461,254.04358203539,693.71575927734,622.400390625,376.60363769531,467.45556640625,476.43508911133,757.80438232422,440.39428710938,695.90570068359,459.00134277344,621.66320800781,1219.7927246094,328.11145019531,1298.0361328125,700.35955810547,401.19049072266,257.28332519531,556.03161188072,136.62113952637,289.49652099609,174.84703063965,93.079246520996,258.94061279297,276.37945556641,283.95169067383,418.47354125977,393.48959350586,539.59771728516,352.11407470703,223.48654174805,242.45651245117,496.58773803711,229.17347717285,395.9006652832,143.99070739746,334.2522277832,269.87920123893,396.22448730469,141.642578125,189.25117492676,317.54504394531,223.4299621582,280.79098510742,523.22106933594,721.99743652344,580.87377929688,672.54309082031,582.11157226562,525.77136230469,502.06256103516,106.62928009033,1219.3641357422,162.94367980957,414.58969116211,344.35260009766,232.00042724609
ENSP00000000412.3,"pep chromosome:GRCh38:12:8940361:8949645:-1 gene:ENSG00000003056.8 transcript:ENST00000000412.8 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:M6PR description:mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]",4,277,31,5.566101,M6PR,"Cation-dependent mannose-6-phosphate receptor",4074,75.960548400879,77.553771972656,95.347732543945,213.96925354004,57.807636260986,368.78167724609,170.67164611816,151.54664611816,160.89619445801,188.75337219238,143.05606079102,302.22607421875,231.13812255859,181.8210144043,128.4345703125,94.939437866211,193.88636779785,145.56881713867,166.92837524414,197.17063198771,1141.3255615234,161.09541320801,122.57011413574,751.70251464844,591.17211914062,139.19956970215,243.88009151773,93.845629276332,353.71243286133,101.63433074951,109.96350344142,175.13543701172,93.792198181152,115.6989114753,235.25436769172,178.03026012898,27.034343719482,120.28737339524,15.981628417969,112.70856324056,205.39634201151,178.79511939182,82.279630062065,89.176226502346,98.10124206543,613.37390136719,250.67147827148,162.82206726074,150.98858642578,232.19592285156,23.48130607605,198.83541870117,128.95178115097,107.80296657316,206.97908020019,162.33917236328,385.00643920898,346.02944946289,373.1787109375,131.00019836426,220.28237915039,333.27801513672,419.54837036133,103.23119354248,86.071302072078,179.42995611812,55.878421783447,252.09155273438,126.17848823265,34.016479492188,118.65348815918,117.61076971691,117.25517573194,79.772433939674,103.18241119385,102.74216996873,390.05642700195,321.81149291992,227.11714172363,225.09312438965,209.29196166992,201.35746765137,209.44268798828,88.179634094238,157.35939025879,123.72342362222,38.214744567871,83.245590209961,107.64958156442,108.2275390625,183.50687724128,117.52247619629,342.33380126953,327.83068847656,307.64602661133,220.45417785644,97.768745422363,576.97875976562,612.05163574219,152.39802551269,96.934051513672,370.22302246094,595.07751464844,94.765701293945,153.61061096191,317.83038330078,536.14044189453,219.18731689453,179.06289672852,107.90938568115,258.8512878418,26.423978805542,125.5001449585,150.76170349121,487.28009033203,192.53089904785,147.39504034324,478.29202270508,409.78497314453,218.62787352999,151.66767883301,390.64935302734,221.86367797852,440.15716552734,166.49791258758,142.32330082749,144.43819811519,278.24018044478,240.02081298828,198.68014526367,122.76184844971,176.97334289551,177.1231624022,212.90748596191,339.87567138672,257.23721313477,241.76109313965,96.079858669623,80.828788757324,327.56204223633,72.471946716309,171.9374367923,175.92439270019,157.97306823731,138.91891479492,478.88223266602
ENSP00000002165.5,"pep chromosome:GRCh38:6:143494812:143511720:-1 gene:ENSG00000001036.14 transcript:ENST00000002165.11 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:FUCA2 description:alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]",11,467,54.1,5.840393,FUCA2,"Plasma alpha-L-fucosidase",2519,160.57411193848,328.91055297852,337.89666748047,280.81326293945,395.28884887695,802.42388916016,384.78463745117,488.20651245117,410.17788696289,141.42697143555,109.13688659668,132.50820922852,144.77186584473,129.58073425293,142.79780578613,157.76531982422,126.49919891357,171.41059875488,307.03378295898,829.19665527344,152.94625854492,154.18106079102,454.23489379883,82.015510559082,81.391204833984,217.40731811523,630.04455566406,189.318359375,145.30200195312,373.13372802734,159.43077087402,158.78288269043,263.74667358398,203.17997741699,459.12036132812,338.33013916016,249.57858276367,195.79107666016,184.00631713867,243.51367646517,324.80703083307,2139.6943359375,212.38259887695,357.89929199219,247.42965698242,152.90451049805,153.224609375,120.08587646484,80.494651794434,278.75134277344,430.08456420898,109.32984161377,503.36532592773,926.74328613281,88.195106506348,120.93852233887,111.75799560547,96.05290222168,152.86671447754,518.02288818359,150.31221008301,103.14685058594,103.20657348633,175.54458618164,221.55039978027,217.16075134277,381.44775390625,163.67547607422,151.67671203613,190.98292541504,112.37633514404,212.23518741702,289.9548034668,252.39247131348,241.04527282715,306.62252807617,177.49458312988,234.69427490234,130.38410949707,320.15292358398,256.29013061523,282.09371948242,259.46075439453,205.84815979004,329.21566772461,276.96347045898,466.97399902344,498.6181640625,253.15995788574,175.68237304688,389.68356323242,212.15657043457,260.81274414062,239.44953918457,264.29071044922,269.86950683594,78.210395812988,168.34580993652,198.1658782959,242.55625915527,318.96600341797,115.96764373779,112.10299682617,826.74053955078,159.77323913574,102.7499923706,278.59893798828,168.32354736328,123.7434463501,191.93293762207,98.82869720459,236.37286376953,356.47290039062,348.142578125,399.96643066406,235.84817504883,239.8410949707,267.95104980469,289.29513549805,559.18225097656,385.93017578125,265.76406860352,1439.2479248047,124.66233062744,261.35824584961,728.81066894531,417.08898925781,278.00485229492,378.85159301758,514.83605957031,352.00042724609,228.65586853027,223.07379150391,174.14167785644,217.79571533203,177.93855285644,100.86290740967,696.31878662109,112.55709075928,121.15702819824,221.65640258789,161.78700256348,48.868507385254,121.68058776855,58.003360748291,113.92864227295
ENSP00000002829.3,"pep chromosome:GRCh38:3:50155324:50189075:1 gene:ENSG00000001617.12 transcript:ENST00000002829.8 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:SEMA3F description:semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]",5,785,88.4,8.587585,SEMA3F,Semaphorin-3F,6405,0.1,0.1,53.023811340332,95.022804260254,0.1,0.1,0.1,0.1,0.1,0.1,64.287094116211,0.1,24.740982055664,0.1,0.1,0.1,0.1,0.1,0.1,48.893199920654,0.1,0.1,55.945693969727,0.1,0.1,0.1,0.1,28.868974685669,13.704766273498,0.1,0.1,0.1,0.1,0.1,0.1,0.1,62.238960266113,0.1,0.1,0.1,0.1,0.1,0.1,65.82935333252,52.334541320801,0.1,0.1,0.1,0.1,0.1,50.119029998779,27.753370285034,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,36.573825836182,99.941009521484,60.510444641113,0.1,0.1,0.1,0.1,158.57664382823,41.624435424805,126.64847574847,24.388891220093,136.54395472157,110.0911483234,59.598773956299,263.04891967773,89.840210089879,62.537883758545,40.202777862549,69.969330569757,113.28820037842,180.73466491699,15.256373405457,94.419417859717,15.544560432434,72.325743343266,130.41245431158,72.952028973084,87.178589791566,109.72778731936,9.3536872863769,161.74113464356,82.639904395903,158.5838791022,203.53959605861,82.393550837732,89.060834688346,145.99157262172,116.68500601411,95.700808694993,66.825558925709,85.109557407092,134.13623046875,80.556451583774,66.895805839998,66.274291024393,68.94155198428,30.16713142395,137.64982624323,165.80107116699,86.694958625738,66.648597006725,86.198679140827,29.21146774292,41.537525177002,79.391681046798,117.48501586914,45.791114807129,142.29086371446,63.043609490147,71.353278177124,109.27305546965,70.534536995247,43.645690917969,60.614214390982,54.562107086182,114.77751269925,75.772795590862,94.841263889051,35.548091888428,77.969901775207,67.860481267287,92.953855795621,101.79642955049,142.3010559082,72.381026015316,37.339447021484,92.082542584624,77.230226578398,76.623845407723,67.438755750871,33.010314941406
ENSP00000003912.3,"pep chromosome:GRCh38:1:24415803:24472976:1 gene:ENSG00000001461.17 transcript:ENST00000003912.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:NIPAL3 description:NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]",3,324,35.8,6.310242,NIPAL3,"NIPA-like protein 3",57185,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,134.85366821289,49.17854309082,0.1,0.1,44.479648590088,0.1,0.1,0.1,61.18664932251,0.1,191.48374938965,0.1,0.1,272.4811706543,94.086212158203,0.1,0.1,0.1,26.809373855591,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,134.04169686512,72.039166924115,91.828245810466,69.901517106846,71.083488464355,47.243656158447,49.851593744597,54.07006072998,75.116729321924,66.952286838745,55.046375274658,51.71998090975,79.106565141356,50.410331726074,61.949752857007,62.873043060303,53.586969914544,35.368579864502,62.131775853277,30.962003707886,62.247974395752,82.027084350586,44.84929672384,66.720370850452,59.130403235738,67.115036583975,55.045530234914,78.138169080612,82.198601655978,84.419296655255,73.123461869932,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.033317565918,0.1,0.1,0.1,0.1,82.874885559082,0.1,0.1,0.1,0.1,0.1,0.1,0.1,56.971477508545,0.1,0.1,0.1,0.1,165.01852416992,51.018089294434,114.73265838623,0.1,0.1,61.994388580322,0.1,0.1,37.394969940185,0.1,0.1,0.1,39.224647521973,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.433958053589,0.1,0.1,0.1,0.1,0.1,0.1,0.1,44.407283782959,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,82.325836181641,0.1,38.886474609375
ENSP00000005257.2,"pep chromosome:GRCh38:7:39623572:39708120:1 gene:ENSG00000006451.8 transcript:ENST00000005257.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:RALA description:RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]",6,206,23.6,6.659363,RALA,"Ras-related protein Ral-A",5898,278.92852783203,295.74468994141,215.21815490723,135.72280883789,188.19793701172,651.71826171875,195.13320922852,188.95846557617,306.63232421875,288.44177246094,307.7021484375,388.53457641602,311.974609375,309.55737304688,406.54177856445,219.90951538086,347.44033813477,358.49954223633,293.88497924805,133.61192321777,324.79708862305,193.77323913574,208.26252746582,269.04431152344,281.27749633789,261.19833374023,113.29526519775,239.34651184082,259.92276000977,292.77529907227,355.09805297852,164.50381469727,152.54298400879,210.90962219238,327.69711303711,44.413757324219,510.19299316406,381.19763183594,296.04022216797,248.1065826416,405.21206665039,136.23155212402,417.95944213867,69.693580627441,193.97102355957,406.4225769043,289.46371459961,429.83731079102,382.42889404297,207.48516845703,184.27334594727,271.25256347656,116.23442840576,138.12211608887,272.9660949707,297.47186279297,259.12829589844,275.31365966797,238.02563476562,121.97705078125,295.91836547852,266.61285400391,292.37203979492,208.66575622559,227.74227905273,304.54965209961,139.52156066894,268.41979980469,234.38148498535,384.29788208008,398.20681762695,396.15951538086,197.79670715332,219.51585388184,256.16677856445,258.19903564453,267.02093505859,197.78343200684,348.90313720703,200.12205505371,264.44418334961,191.0124206543,330.10150146484,279.01733398438,269.32565307617,171.71295166016,335.08306884766,139.65744018555,293.50930786133,324.7975769043,186.31686401367,212.35412597656,236.3397064209,272.19982910156,197.46884155273,182.87344360352,290.77722167969,418.80816650391,511.09973144531,184.11332702637,364.8330078125,367.78799438477,289.25885009766,220.64877319336,317.62261962891,320.08215332031,286.86526489258,174.29220581055,161.24613952637,188.32286071777,169.02708435059,254.12478637695,204.97050476074,315.97982788086,236.01005554199,262.20687866211,260.79061889648,186.15182495117,259.93112182617,226.05683898926,195.22055053711,165.59796142578,106.23801422119,249.77081298828,151.65670776367,185.13543701172,299.47009277344,147.26892089844,212.66510009766,180.74534606934,166.5744934082,196.01141357422,115.31533050537,268.71896362305,310.71347045898,314.4787902832,319.68005371094,202.16186523438,343.39739990234,433.82040405273,414.56951904297,189.70066833496,326.57290649414,136.59501647949,217.05848693848,208.26809692383
ENSP00000005259.4,"pep chromosome:GRCh38:7:107580246:107620478:1 gene:ENSG00000075790.12 transcript:ENST00000005259.9 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:BCAP29 description:B cell receptor associated protein 29 [Source:HGNC Symbol;Acc:HGNC:24131]",7,241,28.3,9.550964,BCAP29,"B-cell receptor-associated protein 29",55973,38.395336151123,110.3522567749,85.242881774902,58.317253112793,43.670104980469,164.91646013081,84.915283203125,135.18640136719,130.74250793457,101.3907699585,56.356281280518,172.48013305664,116.80340576172,139.27661132812,108.51993560791,79.818077087402,106.30425262451,126.10768890381,147.37985229492,118.55824279785,324.24755859375,175.25384521484,151.31369018555,304.60232543945,311.44638061523,78.705612182617,79.776016235352,106.79391098842,133.34953308106,136.19783061545,122.43435741991,18.861125946045,117.21497344971,43.756511688232,101.45438702482,125.39948220067,103.4251555461,96.87628541639,58.136943817139,74.880859375,172.0847683565,237.32145844281,110.10502099355,107.92577904136,16.767938613892,303.21954345703,153.26321411133,85.531356811523,94.259552001953,154.05328949916,199.45569897287,174.13729858398,111.94464111328,73.677230834961,170.47439575195,127.85042572022,284.28845214844,218.90742492676,186.82234191894,116.39228057861,278.10107421875,231.95059204102,224.33018493652,113.00646972656,104.02231391686,114.10921010135,54.235931396484,87.846717834473,141.55501364042,100.30880587348,217.53634643555,149.14378548011,109.35878136323,20.226972579956,124.93900466383,97.236110681727,76.581954956055,225.88191223144,153.37532043457,64.184883117676,118.07374306314,126.16390228272,46.171745300293,95.584121704102,36.545318603516,106.41553163654,99.727577209473,53.711959838867,89.513478208293,92.676292419434,124.19692288717,59.003299713135,198.23829650879,259.04406738281,185.71199035644,107.55270385742,90.084836528634,520.28997802734,521.26837158203,102.98741149902,43.510601043701,139.44572448731,267.84371948242,121.16606884477,86.731513977051,201.52833557129,294.21185302734,97.390542744685,71.803703308105,110.1173324585,120.26405334473,98.566334982811,23.298599243164,122.79452514648,83.733024597168,97.780363863524,177.11511230469,111.13279724121,131.86117553711,42.21000289917,55.041191101074,123.50740814209,44.797485351562,113.74966430664,80.915747003738,118.38952491988,142.58036804199,111.75417941343,81.213935852051,73.800422668457,153.66558440111,87.187614440918,234.81755065918,100.35018920898,100.70624542236,154.96978759766,195.57856750488,137.23055726901,121.30885314941,178.68374633789,154.38353148694,133.22738536069,216.20932006836,132.72532653809,55.742874145508,268.50347900391
ENSP00000005286.4,"pep chromosome:GRCh38:11:60924481:60937159:1 gene:ENSG00000006118.15 transcript:ENST00000005286.8 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:TMEM132A description:transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]",18,1024,110.2,5.428772,TMEM132A,"Transmembrane protein 132A",54972,79.568885803223,23.153091430664,49.85595703125,164.20060729981,155.11276994535,381.23683887494,61.92353439331,32.058879852295,70.247039794922,64.922576904297,411.24431679355,127.8247833252,21.834114074707,84.057579040527,22.592195510864,29.495641708374,146.60591125488,172.31791687012,107.15593719482,97.098915100098,155.00140380859,274.80557250977,171.1689453125,176.51708984375,50.246768951416,39.266822814941,192.72996520996,498.74703979492,64.429718017578,2242.3120117188,81.351951599121,212.4044342041,488.62747192383,298.73159790039,119.19499206543,275.71768188477,261.40161132812,325.13131713867,169.91821289062,306.90579223633,457.24194335938,155.87074279785,94.604309082031,217.18493652344,92.262138366699,49.377403259277,128.78556602792,124.08885897161,42.76091003418,163.72654724121,165.37522888184,132.53544616699,475.81228637695,216.35185241699,284.76846313477,99.495826721191,49.499877929688,148.18838500977,95.839981079102,150.27369689941,59.130130767822,141.65350341797,59.409549713135,167.7082824707,281.72665405273,494.3095703125,168.22508239746,154.45260620117,237.12554931641,211.46041870117,119.84532165527,124.5793838501,154.41300964356,205.03833007812,109.72033691406,225.07121276856,84.932968139648,112.76095752046,56.446224212647,187.11328125,241.29791259766,115.62338256836,79.089805603027,164.38349914551,66.95613861084,260.95297241211,223.33084106445,4.9274716377258,75.993751525879,151.38673400879,169.15964384049,81.636924743652,72.211420671728,80.030436078434,39.056125640869,70.715621948242,125.71321105957,43.199417114258,86.768780834434,43.58504486084,76.009002685547,27.513916015625,58.909355163574,125.7610405891,96.936714172363,77.031684870606,43.11840057373,172.30833435059,254.5584564209,309.28790283203,183.57682800293,176.63818359375,138.96774659248,21.273401260376,41.556129455566,184.82522583008,189.37287902832,103.00440979004,93.576478106117,215.21495056152,92.465080261231,80.736541748047,146.48082701188,249.26496887207,184.66575622559,196.30531311035,42.222522735596,60.566249847412,49.308124542236,26.084226608276,333.47616577148,120.65882873535,66.934410095215,82.91911315918,81.938803262918,88.343650434088,52.235679626465,107.42535400391,131.73134160058,24.099039077759,90.239761352539,103.1429901123,72.134902954102,149.5768737793,169.48731994629,76.030502319336
ENSP00000005587.2,"pep chromosome:GRCh38:7:26667068:26864590:-1 gene:ENSG00000005020.13 transcript:ENST00000345317.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:SKAP2 description:src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]",16,359,41.2,4.544739,SKAP2,"Src kinase-associated phosphoprotein 2",8935,299.90505981445,164.3907623291,349.71313476562,318.68585205078,204.16662597656,298.93048095703,581.3408203125,555.29437255859,640.2138671875,478.43698120117,362.70083618164,898.61407470703,553.02758789062,550.72802734375,669.38928222656,303.91275024414,331.45669555664,301.81439208984,435.57711791992,274.91146850586,1378.2325439453,447.98709106445,129.76126098633,1202.1612548828,1197.0516357422,492.44937133789,367.56820678711,426.0094909668,553.38745117188,183.76838684082,185.21824645996,197.59236145019,251.61122131348,96.235359191894,120.42125701904,168.83152770996,227.28709411621,115.42678070068,135.61260986328,239.12045288086,195.66752624512,93.88321685791,227.38932800293,167.36164855957,274.83874511719,1302.4957275391,453.828125,699.02947998047,597.88409423828,269.54669189453,340.95599365234,402.09884643555,211.23487854004,202.53280639648,1278.3958740234,423.43338012695,774.47973632812,985.23645019531,853.28393554688,213.07153320312,513.67462158203,521.33209228516,746.07189941406,212.45205688477,111.07946777344,144.82997131348,134.1356048584,662.42852783203,124.68842315674,164.47882080078,207.30963134766,160.06433105469,161.69636535644,754.85931396484,357.71694946289,180.07600402832,621.43719482422,488.12875366211,483.40029907227,364.21118164062,329.38778686523,640.52105712891,248.77297973633,378.90789794922,441.42556762695,224.18627929688,139.42428588867,202.46408081055,293.64138793945,370.95318603516,152.92495727539,394.82263183594,620.67712402344,1082.3885498047,632.50659179688,468.10217285156,581.14526367188,1551.0679931641,1453.1271972656,713.3115234375,657.43389892578,933.52496337891,1057.1893310547,435.15484619141,421.81793212891,725.96405029297,689.35443115234,490.39596557617,409.10775756836,348.70083618164,364.82369995117,99.316970825195,254.17994689941,403.25869750977,218.84753417969,314.66027832031,318.1396484375,367.37289428711,412.29891967773,99.628288269043,231.52629089356,509.78189086914,378.52780151367,404.31085205078,194.54313659668,242.42785644531,254.92359924316,256.57919311523,309.75036621094,258.86383056641,320.33428955078,250.97079467773,187.57473754883,784.91632080078,747.03424072266,638.07897949219,822.56500244141,327.07940673828,784.58972167969,759.85552978516,314.51342773438,481.25720214844,432.64334106445,601.95904541016,702.72393798828,1161.8397216797
ENSP00000006053.6,"pep chromosome:GRCh38:16:57372490:57385044:1 gene:ENSG00000006210.7 transcript:ENST00000006053.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CX3CL1 description:C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]",1,397,42.2,6.082947,CX3CL1,Fractalkine,6376,107.11608624871,81.746812778712,87.938194274902,81.105285913408,94.12678134805,386.59821145892,72.097403056729,89.878622848801,87.810216879007,72.663241160795,74.506917842691,75.680447460193,47.986785888672,90.184248568906,70.701134332182,70.943589250606,40.761154174805,126.13832006841,108.33891879245,94.257791323846,46.969646453857,75.407928466797,101.32524108887,152.54440307617,96.569927422646,91.065353393555,211.06330871582,22.879257202148,69.050567626953,92.226420859769,114.45166015625,105.06382751465,109.30193897844,104.64537678021,160.09755181752,175.43986511231,82.918014105134,97.848351413584,58.40743637085,118.48657384235,111.17231495711,349.06429511557,52.888732910156,103.72414898189,39.382194519043,98.515074058116,57.364261528801,44.394512176514,72.002387746852,46.644744873047,272.44211742671,100.91756579914,189.96810096148,473.01693725586,74.458702946573,117.48417423792,107.34028625488,77.977073669434,104.80854359591,241.69409179688,99.878305356142,70.429792217801,92.351965543497,98.769309997559,31.599510192871,113.15594482422,145.42828994309,89.214376908793,119.31811523438,144.46789880279,143.11719541493,99.072818380133,0.1,67.574432373047,0.1,53.09253692627,0.1,0.1,28.169654846191,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,65.126937866211,0.1,0.1,0.1,0.1,58.44393157959,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,53.444553375244,0.1,126.02893066406,0.1,0.1,0.1,0.1,74.225769042969,0.1,134.91970825195,0.1,0.1,0.1,0.1,0.1,0.1,113.97132110596,0.1,0.1,0.1,87.266639709473,0.1,0.1,0.1,0.1,0.1,0.1,0.1,61.544368743897,119.62652587891,0.1,0.1,0.1,39.449382781982,0.1,52.127170562744,0.1,0.1,0.1,0.1,0.1,0.1,77.575981140137
